movieId,count
76293,2861
113829,973
137,218
2721,670
5482,261
2488,1421
8779,133
31689,314
32291,782
8911,425
91653,1810
193697,448
142444,31
178667,889
130580,63
451,639
580,569
808,830
26375,660
193916,172
3490,197
75341,1046
2748,976
140795,36
159704,6
89900,354
2525,830
240682,32
94967,94
74681,15
82465,17
26736,217
221090,33
7066,90
8743,56
44653,192
59832,101
66289,39
160898,16
204864,5
4042,681
5223,123
147895,50
201316,145
123553,15
27856,93
202645,6
3796,167
71571,190
4684,61
111680,61
156688,9
116905,321
49668,39
177053,5
203226,2
252462,4
128556,29
5155,101
98002,12
157861,1
90873,35
172255,153
156777,46
230277,5
27255,156
211594,15
182485,10
211393,25
6597,154
184739,31
50754,14
197855,41
7120,31
100942,4
104610,11
113236,10
144146,5
158094,22
211151,2
91755,20
73900,66
4078,131
275169,76
3876,65
4937,69
4364,8
122878,22
82049,18
79207,37
84479,16
210977,2
31290,41
27480,44
126036,44
141375,4
95650,2
45030,25
125599,16
145753,14
156187,28
34450,42
110505,24
215171,6
185317,3
189335,1
217647,8
162354,4
176179,5
43260,30
136906,15
160956,21
171493,2
110871,37
258157,7
51455,68
7644,12
150230,29
3220,39
151733,21
50610,19
56490,29
225938,4
56350,60
104224,8
150892,15
157751,9
138586,6
149090,26
172311,4
140403,5
145428,2
200130,6
206863,12
210051,4
215757,2
31447,33
44595,60
217641,1
261559,13
198103,4
234083,2
147934,7
148478,22
78776,5
278460,6
91919,17
204026,3
176463,5
222358,4
231479,1
243844,2
57754,26
107002,19
213117,7
149148,3
152097,4
234909,6
48127,10
165189,11
4186,470
2923,138
8650,165
156898,34
135260,21
131964,9
136255,8
138038,8
132912,7
132985,2
6934,23699
8665,25836
32296,2030
104241,3174
27803,2166
2096,8373
879,2380
1977,1569
65,5248
1223,8854
458,1081
2249,1881
2622,3778
3425,502
3566,1531
6301,1485
7324,2443
46974,971
52712,392
108932,10233
168326,2810
101142,2809
2392,1874
4957,805
3834,539
4000,722
103883,1515
162598,1460
182625,4
184997,1098
186695,2
2924,2460
191663,22
5157,109
5433,573
36533,316
81132,685
107758,16
203244,324
103541,199
115534,358
5682,321
159441,425
43007,41
4383,1245
8501,1053
5740,125
145030,152
7333,268
212915,4
2655,326
236209,55
65037,263
68392,31
202437,44
51127,123
3377,63
8577,66
25742,66
26965,280
141962,8
161628,4
213525,3
42172,66
2656,408
173963,31
4294,391
69626,27
128167,20
158761,4
110281,50
5907,88
82753,11
158224,2
166964,51
289651,1
146350,31
158270,40
280114,131
78201,4
88597,12
138410,1
195187,2
104137,200
2833,168
169842,148
120438,27
60243,20
26490,34
6500,112
142953,19
195927,4
241112,6
113214,35
116989,67
206010,4
248998,1
5513,136
3913,127
183671,88
276489,225
8678,63
4307,55
278966,2
72681,15
272889,1
5697,159
92511,16
117692,3
130050,51
123306,7
60702,43
141038,55
140944,24
222591,30
277280,15
6154,154
80361,54
141714,72
146210,80
123314,12
152364,11
146366,12
5695,60
76862,42
26219,73
161592,18
174001,4
189667,34
64645,16
182205,14
186091,5
198575,14
189157,15
98922,33
203280,8
210077,7
75808,22
5217,88
26589,77
79830,25
205992,29
167054,17
83842,24
105484,25
129743,1
153740,1
155715,42
196975,5
102286,58
222115,11
191951,4
152711,1
122747,9
130926,4
257533,1
163525,9
69714,39
146376,2
6962,17
65243,26
103506,34
151589,8
198637,7
71808,25
83186,27
105815,13
86973,52
144406,21
164699,48
197929,8
76751,17
189467,7
201905,22
103052,3
244456,16
59547,78
275583,2
158643,2
144324,11
80122,20
146670,51
89349,17
128830,27
170611,44
120270,3
208723,1
96098,29
123262,5
67667,22
174677,9
148944,2
201350,3
127863,4
196771,10
263865,46
134947,8
7152,93
268302,5
131798,12
132188,4
135268,43
2247,2209
588,50442
5995,22683
3105,8505
5110,5453
799,6670
235509,209
112183,11268
481,5568
804,2276
2802,2125
3790,298
6552,2613
6832,1100
6890,2462
27822,1106
67734,3999
70293,3510
48997,3575
70342,99
898,7445
5527,670
26746,242
48872,434
103755,994
188307,469
26729,1287
66246,46
63033,966
255,1070
4092,529
4477,882
2027,1114
4357,964
186679,4
3028,975
5847,393
25923,588
3042,402
110127,1958
71902,250
27657,40
6864,178
226574,208
70932,207
6722,437
7892,120
116887,875
61493,110
45891,70
2559,416
43177,82
122575,13
144230,11
8701,109
26119,163
71867,114
75386,30
118202,257
155545,92
7584,473
7987,144
30745,243
31309,297
107278,20
129824,1
147919,2
161606,4
205659,6
211404,6
213710,3
6396,156
254194,84
171811,11
970,436
43675,12
25904,133
25908,57
172545,6
175913,6
250878,1
190759,43
6176,157
137904,117
204646,16
215643,4
250180,4
193157,5
1157,36
48530,35
55726,88
53,159
72694,255
96801,29
104033,20
185745,7
159403,53
204822,3
3631,45
26470,38
68265,7
205689,7
145733,15
281018,2
6866,38
158743,8
97832,150
130247,8
154272,11
209097,43
2914,134
141428,28
99222,35
7109,79
127033,11
152886,10
217025,14
92852,9
209263,12
84471,29
117885,34
226626,104
272411,85
86574,83
200446,8
123192,32
172489,29
32199,31
143815,8
173615,10
189677,5
200102,8
150560,9
57530,21
118328,38
176317,6
189231,2
242404,11
234444,1
26484,12
103269,31
210821,12
286395,2
146094,1
150334,34
65764,31
173677,7
25812,62
144268,27
47250,3
152334,4
259541,18
96212,20
73064,55
99028,13
129358,35
197477,4
218587,3
219368,11
79402,13
141650,6
163250,4
165841,26
125948,6
260751,2
272971,1
280494,2
185145,2
141765,3
145974,6
34416,19
288655,5
86785,5
2156,63
89596,7
262099,26
190783,6
210879,4
271302,2
158954,9
282399,2
189697,2
59641,13
241126,1
171697,19
159761,7
181723,8
209241,1
283179,1
175389,4
120610,5
134162,8
266802,2
134158,64
135621,15
262491,5
7404,11
157330,8
133217,20
265712,1
296,98409
2542,24152
4799,1854
8640,3320
1888,3173
1466,13390
2035,357
4291,2301
4396,1826
4583,106
5178,40
8950,12200
46347,349
2238,616
54372,1234
5140,244
8482,455
472,726
7206,770
57183,636
183701,364
3062,3093
169766,9
98198,155
6010,105
173255,52
202803,30
5670,686
211391,75
133,20
8534,216
5100,104
26350,544
4612,605
3306,609
97742,171
33966,147
853,112
166777,95
128679,118
136239,95
140275,27
144712,12
183981,31
6376,86
5061,128
7222,328
8927,134
154051,75
2874,481
122928,3
31991,63
3691,241
115417,11
128291,5
275879,1
136441,63
195207,59
283503,2
283621,3
8612,145
120132,227
107117,97
213125,5
275057,6
194931,22
34177,80
93970,9
105340,102
71700,212
189637,19
160706,24
93344,16
150544,12
146984,19
140471,7
1787,22
152880,14
154075,51
210541,9
186155,4
160406,7
176097,4
25820,69
118684,25
165139,34
5929,67
140491,30
183455,26
279092,2
195491,4
189555,9
3242,56
74799,17
155537,21
4838,85
187403,8
171109,40
82920,37
155984,14
197141,54
154925,6
211526,2
87210,7
254544,1
205767,13
147863,2
147865,6
158639,4
86023,12
163022,49
122519,17
128097,16
174147,23
182865,3
287213,41
146394,7
120837,13
78329,10
190231,2
66152,78
118824,4
142154,5
164194,9
121715,8
170849,3
119828,12
130724,10
130930,9
142584,10
149524,7
25831,29
172809,40
183027,7
200500,5
203146,3
207357,13
213563,2
215751,4
142388,25
222883,3
32866,22
69374,27
86368,16
140253,1
207822,2
191689,5
125237,13
176237,16
100003,3
230415,20
188205,5
150477,4
184681,6
170155,23
147136,8
173027,6
220856,8
271270,1
109776,10
181913,6
161668,2
116901,23
164304,3
171313,4
171543,10
147730,15
105465,10
225545,2
117714,27
272441,1
272997,2
240222,16
89133,4
1718,46
4097,162
268316,1
266282,89
270126,1
26247,27
134059,6
262965,2
4859,35
6557,67
270750,53
263353,4
322,3109
2396,27514
62434,4412
68954,36382
6378,17009
78,1258
1016,1500
3703,11672
4167,1865
4624,955
5949,421
37720,2033
41285,5892
89753,3379
210851,569
71462,1072
106487,13777
9018,758
1005,2227
95720,1071
918,2118
72407,4038
3577,311
5211,179
1133,104
31364,2860
2848,455
4697,470
86377,2134
167174,74
273809,10
206431,12
513,598
106300,38
6678,467
130642,185
4531,1258
5867,783
145572,18
127178,304
26713,500
5692,334
117364,169
53127,421
131170,179
279934,24
203278,142
286793,17
52424,85
71374,137
179475,6
190339,36
155405,6
48342,247
259353,28
7283,148
162382,11
7912,46
26796,137
8664,91
8845,58
32906,184
72096,25
184495,7
6911,48
125401,10
283509,2
6082,191
240474,1
130081,18
126414,15
37277,43
195189,2
130564,2
202435,91
228899,33
8627,4
63458,81
57690,33
59180,24
185537,32
199249,21
206162,10
174545,41
177465,7
205731,1
102113,13
119629,30
5920,36
185167,9
228101,3
170425,54
126953,50
96419,46
189877,14
231437,4
177743,7
5457,78
223570,46
178111,45
203110,36
171295,13
33132,13
176677,12
162656,13
118464,6
210563,3
26070,42
30721,69
104606,8
117324,10
206847,4
163989,18
218563,1
169000,9
209589,20
5030,33
49769,17
146898,4
204340,15
257529,1
79222,28
201851,5
284869,9
152814,1
260557,9
272545,1
125211,33
152465,4
155024,4
82388,8
110564,8
6142,31
60887,14
221568,13
222737,8
253760,1
104847,9
273667,2
162624,9
122880,37
204524,5
122647,6
214286,2
226900,1
192119,13
3657,50
132490,20
174211,8
71276,5
289551,2
235609,6
162984,12
90319,10
209255,7
146696,13
168168,22
184647,9
186275,12
167158,2
85273,15
165237,4
101595,7
259857,2
153362,4
131538,5
136542,213
133499,1
135597,51
134234,44
137072,5
265582,5
136367,15
139867,2
362,7782
58559,59334
673,12859
187593,9815
3087,6401
4126,686
5222,1666
5427,241
5529,567
7169,675
54256,1917
163134,3764
72630,119
2971,2487
4061,1286
188301,4638
974,145
5543,207
84273,349
633,328
4725,1544
38600,311
613,2494
8042,2305
80241,440
4119,240
62203,1103
168348,82
232829,46
252474,1
254452,129
258451,861
6939,152
88044,11
152944,12
7817,696
60382,206
2625,696
321,932
43419,487
98122,576
159614,83
191687,143
81641,605
99721,210
1533,358
6237,357
4259,313
2479,326
169756,155
78919,17
89047,527
124488,11
147300,135
258001,69
112653,82
961,262
193439,34
5251,117
150993,35
199426,3
181629,6
142258,86
26379,144
148898,3
157004,3
176239,15
188863,14
138296,1
104875,103
138012,3
259751,152
159419,18
177737,99
81639,117
6108,38
256941,16
4512,163
105423,23
148104,3
202671,3
2564,19
103446,8
198261,20
205599,3
256939,3
6145,40
62299,47
69545,6
108940,18
161790,16
191185,1
173659,10
205955,23
286327,28
215567,24
167166,19
212142,8
242248,14
177265,1
286163,8
181077,37
121797,13
245792,3
3149,58
262003,2
145574,2
210187,1
179403,11
5934,18
139580,4
171595,8
36523,60
200982,89
150278,41
161930,7
167058,6
59795,36
78633,68
126335,1
129994,9
171959,14
225820,3
235551,15
77210,22
229649,6
1160,45
94491,15
283069,5
150274,10
183325,16
228103,1
248002,10
148932,18
152577,4
205375,2
207814,9
252516,1
46954,15
184207,5
195959,4
105345,27
144962,28
189171,2
276689,1
179099,53
182125,25
51209,33
216372,1
91591,17
149386,11
161816,9
857,47
150350,9
79578,38
207503,3
164759,12
189971,2
160519,10
69773,16
129897,3
174103,14
131122,3
7131,58
136550,15
137102,4
8628,22
136309,37
134643,26
134077,26
267824,1
131486,14
134120,5
139229,6
593,90330
1199,18702
1653,26958
2797,24016
597,39189
2513,4349
6157,8254
64983,3298
57951,1113
148626,14997
1212,8823
2835,497
3441,3300
4474,1515
4782,485
5298,908
6188,9275
6689,118
140715,2238
280258,132
4713,1961
1417,785
1468,1213
976,467
27373,249
33138,471
105593,1118
2173,802
74484,133
5383,479
4798,404
50685,1417
186727,3
81979,20
168748,17
229991,2
259891,53
165343,102
7132,1989
4401,298
6732,546
5235,239
57464,395
5916,118
120827,68
26561,143
99574,285
60647,723
121035,84
5375,159
375,254
26778,138
231701,254
4182,81
6913,49
42783,122
192843,9
27738,113
108476,16
136225,6
1743,53
7092,173
4796,125
141954,26
53974,632
111375,356
136166,3
212855,21
4923,86
35015,168
26090,137
135669,7
78993,22
146996,7
161530,5
172543,10
214062,8
181469,6
112488,91
193347,15
265332,4
3601,40
141538,53
208429,197
184865,86
97665,134
59178,18
176127,10
184383,30
261549,2
876,314
62718,293
161336,21
220956,18
165163,36
53845,10
281090,2
191647,4
91782,9
142186,4
174629,11
30977,27
194024,2
206395,14
283425,39
27456,107
34330,64
118336,1
217125,3
118204,9
101531,74
187033,3
49435,55
198295,17
83082,85
58422,57
184213,47
126403,5
260037,37
275641,11
7342,47
144282,19
177441,5
98927,13
173443,2
45991,25
186357,13
95695,12
115947,36
184365,11
161958,62
64288,10
163062,26
165531,16
174535,32
185657,3
77893,66
152984,28
154458,23
155147,8
188575,28
169916,8
199267,1
73776,23
158763,3
97834,43
171573,9
226578,16
228861,38
245082,1
26831,27
9006,9
175245,2
184255,12
240888,3
66720,15
192391,24
210269,6
156732,7
158585,10
198085,4
150714,1
30781,14
178495,3
99343,9
144356,23
56551,10
119159,12
152914,7
210811,7
159944,24
244444,2
192993,8
146344,8
164707,21
168470,7
97238,6
81589,6
163647,4
170987,6
141940,20
250146,4
25913,56
207540,4
135623,39
264574,46
132952,57
135131,13
136513,20
7726,12
133620,5
4762,4
139893,3
131476,17
134726,2
2294,12857
6754,8612
54272,12517
78105,4236
143385,5785
213914,794
155,1289
950,3837
1863,1082
2606,2180
3436,833
3844,3674
4452,1135
4773,180
6213,2321
51091,1445
42958,294
2739,6158
1525,348
7359,80
64622,3092
3431,556
192283,2138
31694,866
51418,258
54734,519
56274,395
114847,1057
44949,128
7481,1536
90430,1736
3843,584
7202,230
165105,492
205303,528
279812,1631
126548,1245
112497,359
282561,180
77667,634
99750,440
8423,75
269786,67
205661,568
7218,615
91474,215
161956,348
184089,203
40946,511
3124,151
5827,48
105742,292
4418,77
140789,9
225459,2
27631,28
119909,31
146414,21
5605,300
212883,191
5962,447
47774,19
1331,442
163448,2
53592,69
68515,5
168510,13
181243,7
237234,2
160874,79
281500,2
134445,4
163619,1
44234,41
108,123
5771,302
131056,31
8755,98
7571,75
160638,16
26539,138
213227,7
58365,45
162666,18
202655,3
213598,3
124125,13
276499,4
273439,4
193894,69
683,36
34158,11
289193,63
151967,4
152348,9
73614,70
248316,3
8003,68
95754,43
277744,9
96952,36
88224,10
160448,9
68069,60
160776,12
172795,41
107990,17
147738,33
148970,21
192595,4
201700,2
32478,6
156379,14
160161,31
181479,5
265686,3
51321,59
147458,5
169958,122
112759,5
51194,10
8935,74
140469,10
173461,5
180569,35
196097,24
273383,11
82980,38
146128,3
146226,1
153558,6
154346,13
157019,1
122490,17
171691,6
148384,5
26309,39
46929,30
83533,8
155411,5
199646,2
121286,12
147026,19
249778,8
163312,48
207339,15
148292,1
168142,10
276967,1
1561,40
104091,13
114394,12
119440,7
175239,21
203483,12
144062,28
84096,22
81041,9
99402,24
120380,8
172199,7
744,37
185899,11
201783,4
204260,13
167948,2
210853,6
174719,29
191159,6
180127,3
149088,14
111776,9
117704,1
207249,33
229913,6
130376,5
194911,14
133837,15
267660,1
288963,1
133205,59
132242,4
137042,4
264021,7
34,35969
193,8144
1198,67408
94864,11254
8961,41463
368,18685
1344,4553
2888,1251
4132,1961
4321,7751
5417,675
8464,13770
1924,2521
1537,3981
3152,3213
5367,799
117895,2822
7647,398
1404,673
133133,62
65660,82
6005,685
160954,1392
6639,1439
4517,342
5038,259
26258,758
53578,171
211,590
204704,1336
51372,236
50641,684
267424,79
121155,87
181405,8
62376,1622
4263,699
1068,366
221880,52
3235,530
6204,270
173965,9
7587,1506
52767,542
7562,319
72167,1120
73511,167
8011,482
79798,343
31921,102
2200,126
183985,39
26529,130
120474,337
26164,93
96596,103
122717,7
202996,8
103210,274
70497,70
177515,14
202653,6
257969,86
67361,199
89386,119
1675,129
33126,137
2663,247
42546,51
84230,37
84483,10
116969,21
224314,6
281556,45
140465,11
26553,22
108778,175
125942,12
177647,9
181211,11
207475,5
82276,20
169948,120
141988,14
215947,30
167310,3
30952,68
53988,178
152290,89
194883,2
220590,2
44777,50
195293,76
168108,8
272901,3
47129,7
64550,10
148162,16
149782,6
159622,13
102378,86
277398,26
193115,10
119964,59
170205,11
193451,98
7103,84
157294,18
180245,29
59216,28
86536,56
120944,43
276451,23
107426,52
64524,46
149917,1
118894,50
269954,6
164373,44
182487,11
185265,5
153764,3
204276,3
157128,28
281066,4
176591,4
176403,27
74428,27
140667,2
147398,16
152976,79
168774,30
109420,131
174889,12
2225,47
103221,32
157853,73
111314,39
130882,3
150324,44
146116,2
153000,8
153012,2
284181,20
193573,4
155561,28
165589,8
173003,9
172997,9
206525,4
214626,16
222412,8
234219,7
116409,4
50349,18
185577,8
230867,2
261781,9
157403,15
155591,11
233991,4
164853,8
76066,5
530,37
88099,9
151810,17
32109,33
121495,6
184855,14
163811,7
257769,3
92371,63
796,46
160918,3
192041,4
126959,11
171821,7
188767,9
251226,3
278944,8
129058,3
131888,4
195131,3
202123,9
157995,20
133782,243
6124,151
132159,17
134615,9
265150,50
134332,74
267908,1
264962,57
4172,25
133201,18
136511,21
135827,10
137908,8
139891,3
137616,19
133097,7
1183,16746
1500,15667
2003,14222
4865,5952
55577,2514
61361,213
2261,1202
160980,3433
101,5211
1378,7185
2342,260
3198,5270
4992,4536
39427,1192
47044,1860
7173,4666
39400,589
126,1482
162590,632
2771,1694
59910,82
80094,508
2907,1734
70687,191
58107,1003
204002,4
4415,499
85205,8
112689,66
27004,65
117893,154
203449,43
206246,1808
239040,67
240452,677
275433,253
277066,853
38159,485
45224,30
148881,600
7118,330
4181,264
5597,347
160644,104
4153,1007
106011,325
86014,249
194312,238
82463,441
274289,38
6056,96
241776,4
6419,166
61449,143
160187,50
198843,3
4683,477
26630,136
32882,95
78157,45
110130,281
135186,7
288167,182
58123,75
160722,17
198021,4
199073,227
25963,318
102677,42
174171,20
241314,3
3043,230
57453,57
116491,28
4917,120
93168,7
158053,17
159451,129
77496,65
83361,46
100081,10
173621,24
280030,6
216881,78
125952,23
143703,13
86590,15
126739,19
200946,5
201566,4
26700,197
122497,5
142450,128
73862,14
193725,38
50354,50
158510,13
107368,38
62836,144
63312,95
92083,20
113066,71
146664,9
189483,38
275919,92
70046,73
130914,11
161062,62
65359,108
5926,83
142376,8
1165,38
756,114
115,50
137425,9
152892,3
26501,57
275141,1
167762,50
200414,14
253902,4
260787,6
154482,13
171497,51
194680,31
204950,4
68915,34
155870,1
189215,3
102174,37
152493,2
227614,11
98169,5
120801,8
125489,5
142901,9
150138,3
164935,55
189761,9
77479,17
270234,1
8689,138
96223,5
165151,11
150552,35
146102,1
146234,22
151981,7
80715,7
5918,86
8887,43
26752,14
110070,56
121413,39
166657,10
126393,40
133289,8
189219,8
215489,16
228059,37
76680,50
82141,7
148224,8
189019,8
180097,7
288287,2
221941,8
27587,41
51911,59
141120,12
158296,28
262369,19
51820,31
79832,57
121296,8
187253,4
78408,22
203591,7
78579,41
86070,12
182743,8
192729,14
70517,12
199031,3
176325,4
285193,1
97895,36
93193,48
109055,18
140144,7
176013,19
229029,2
271198,12
174689,1
224877,7
251668,7
226156,7
131444,93
134232,15
139463,4
772,35
1259,27367
4896,34825
5254,8648
5785,5492
8977,2590
45062,928
86833,6322
159093,4622
2212,1439
81,3311
830,6921
2007,394
3008,785
3538,1268
5151,3465
5447,492
5452,2465
6953,8496
58876,219
68932,652
89804,2878
60766,2485
6664,3185
114265,405
71668,1199
2662,5168
5585,566
7048,687
5699,107
4293,687
4169,332
130576,1059
141544,435
1226,2453
6460,712
143859,2085
188299,47
6741,117
81535,1094
278800,132
116957,46
143243,3
4637,244
8698,99
219490,4
5055,1977
1869,484
109317,51
127146,354
142115,1061
3611,188
123888,2
202443,66
112946,292
182467,95
7331,89
44911,129
65672,49
98759,31
113254,15
198033,4
236283,2
78829,11
79259,51
58718,33
82749,36
154906,10
92966,86
122417,20
138350,6
68956,98
244910,1
90609,17
175747,16
175857,6
176167,9
239042,6
96114,66
181779,16
211576,6
277790,26
3936,586
5490,109
8654,33
63768,23
93568,9
117107,79
130444,48
236125,7
2484,14
847,114
84477,14
188119,6
205719,2
3026,88
26297,30
135244,10
152838,54
150268,55
190743,126
27636,132
3313,111
197071,28
25751,58
139068,21
187465,24
874,74
84619,5
164604,18
177289,6
186437,12
167870,51
80677,29
101747,28
160696,1
67223,135
196241,17
171827,1
59838,34
224743,13
4088,44
58816,28
74588,24
102487,4
203022,32
143709,29
101018,21
119954,20
164945,9
201546,8
146400,7
153963,3
155573,8
233583,5
234967,1
141260,3
166609,8
150354,20
166904,5
170335,6
229697,21
129423,3
145584,39
201302,12
201644,22
267268,4
104542,11
105888,9
207672,6
109869,14
75367,9
215729,3
86841,19
107361,22
142606,13
144308,11
86671,20
186967,7
142088,3
101222,33
155681,11
183675,2
204044,2
107875,8
143098,7
122242,12
219701,1
69429,25
89607,19
255647,8
385,127
939,115
131936,21
8681,76
133976,9
136517,25
137535,3
132711,5
135637,6
267930,1
2313,7959
1031,4691
2683,29089
50804,1576
159690,682
1201,22922
155288,941
210,500
436,1338
1441,6353
2052,3621
3841,1757
4326,4685
4958,4074
5152,4745
7325,5664
31162,362
278446,1602
7460,2251
110882,1861
28,3310
3685,2354
1892,4774
57274,2994
8827,1246
44193,2839
1175,8405
80166,1305
4443,1240
142628,62
2463,3559
1426,254
34164,297
173167,23
180367,148
195723,25
212309,30
68269,895
183,627
89837,566
155820,633
279334,117
72165,475
135135,101
128671,159
5981,441
216937,384
100108,771
1496,363
6319,299
6095,53
2522,676
4208,96
106889,358
5961,373
142507,485
31747,66
2180,689
2209,212
88704,29
140345,16
49355,148
70992,166
83385,15
5936,167
166629,11
166157,9
177939,206
121235,69
144982,221
7613,140
45068,44
66947,30
80097,52
172541,33
210235,158
243838,2
265446,28
163140,21
81270,127
145235,11
219685,1
81711,127
167772,33
174153,16
203395,19
96945,37
138468,1
8999,207
